ev_charge,trsz_x,trsz_y,angspr_x,angspr_y,waist,emitt_x,emitt_y,align_x,align_y,cam4_res_x,cam4_res_y,trsz_x_std,trsz_y_std,angspr_x_std,angspr_y_std,waist_std,emitt_x_std,emitt_y_std,align_x_std,align_y_std,cam4_res_x_std,cam4_res_y_std
25.949464435278703,0.10660754709294853,0.13674466102051977,4.726101866029336,4.432278086680334,3.1987731488692273,2.147060318099432,2.5831804749663947,"[115.13175143071966, 110.59055941037809, 127.35090750780606, 153.16305995377485]","[53.46048992402307, 39.80544932481404, 99.45740928589561, 126.28064071593467]",5.1879665972652065,4.898379854156926,0.0012523683292434543,0.0009475573539311114,0.028752101002931935,0.03047293298892896,0.02289565739982489,0.022559122976947666,0.018028869243355772,"[0.6496786801022707, 0.610997041136776, 3.6932614539849062, 3.3382337653996723]","[0.6563631499678598, 0.4969882033664148, 3.6285255624521096, 3.1354291511830783]",0.08463693613216496,0.08875147334628272
