ev_charge,trsz_x,trsz_y,angspr_x,angspr_y,waist,emitt_x,emitt_y,align_x,align_y,cam4_res_x,cam4_res_y,trsz_x_std,trsz_y_std,angspr_x_std,angspr_y_std,waist_std,emitt_x_std,emitt_y_std,align_x_std,align_y_std,cam4_res_x_std,cam4_res_y_std
9.08289869438632,0.08898667939880127,0.11332077526496115,4.424055322218919,4.13744127479831,2.9761552831103577,1.6768165940817974,1.997866700587271,"[107.34104668862045, 100.23687012655493, 132.2752873886134, 202.71637207704745]","[53.05415721685544, 37.73179934775139, 89.5039597118703, 111.90549262470395]",4.085674608418271,3.3702934275103478,0.0012297368646439647,0.0009268056939129185,0.047965841019632305,0.05185368108888256,0.026631232238370352,0.022825045771357168,0.022557047046986876,"[0.8901221660678524, 0.5703952944647118, 5.096040565626109, 4.271643017505324]","[0.9213385006606336, 0.542757285783046, 4.864019437842887, 3.901996514140599]",0.16872991857984027,0.21978683746677452
