ev_index,ev_charge,mode,trsz_x_halo,trsz_y_halo,trsz_x_core,trsz_y_core,angspr_x_halo,angspr_y_halo,angspr_x_core,angspr_y_core,waist_halo,waist_core,emitt_x_halo,emitt_y_halo,emitt_x_core,emitt_y_core,μmixt_pow,cam4_res_x,cam4_res_y,align_x,align_y,trsz_x_halo_std,trsz_y_halo_std,trsz_x_core_std,trsz_y_core_std,angspr_x_halo_std,angspr_y_halo_std,angspr_x_core_std,angspr_y_core_std,waist_halo_std,waist_core_std,emitt_x_halo_std,emitt_y_halo_std,emitt_x_core_std,emitt_y_core_std,align_x_std,align_y_std,mixt_pow_std,cam4_res_x_std,cam4_res_y_std
325,9.514900207519531,SP,0.07735719709368365,0.1173733762270875,0.10338295587809675,0.11403579197419084,6.230982191868618,5.6754514300528776,2.3421099237269223,2.1359051786486876,2.954964116663734,2.7165987345846903,2.0531718035152107,2.837621682141315,1.0314897617058485,1.0376343184676187,0.562721338622407,4.752341850512539,4.347720734942143,"[132.8230646139691, 125.43830197727898, 83.78766972986813, 243.95369196413594]","[69.18668906726286, 47.497289775186914, 63.916076087917276, 71.9090468705972]",0.002519688607889911,0.001863625428373265,0.001153732430691035,0.0017093267305369928,0.061370393461044594,0.05838035343765261,0.056472014979457176,0.04842349022978401,0.023331387591204514,0.028953311386107034,0.06398540227530397,0.04417848642963839,0.027326183733326823,0.02918695000554203,"[0.7672029362728663, 0.5520128972033775, 4.910253582681157, 3.1841057551530914]","[0.8287249519373172, 0.5244761582954109, 4.481082194727198, 2.943822512864975]",0.010935624878650196,0.07246146561686666,0.0694601250252568
415,9.340900421142578,SP,0.06487297323910451,0.11805622365816452,0.09667152263259335,0.10375647189646606,6.618294119742828,5.794614693887534,2.218660260197234,2.2101962998195694,2.9548673857215944,2.743180182739939,1.8286039828580563,2.9140391252232107,0.9136568379151141,0.9768587892087933,0.552773170528589,4.592792377606499,4.113136499454277,"[181.48699674188993, 163.9945030902362, 26.719453722799365, 391.6861249574817]","[74.61154330748579, 55.373443055908105, 54.49138103154027, 93.95187910381685]",0.003445597826646298,0.0014778371634542715,0.0010608172054682701,0.0013464042748202775,0.05939618833263299,0.06353546887986185,0.0494941472000528,0.044529552783034304,0.026378826936484804,0.029263832227037014,0.09048830037871036,0.03564103258201134,0.021336108556476184,0.021050728306909256,"[0.7738393242489215, 0.48819134377418777, 4.8910448830498865, 2.8417671960730333]","[0.8094672095211269, 0.5288265327994817, 4.005611059462136, 2.5645990366113094]",0.00816064300592264,0.06913466038641237,0.07305164949556399
416,8.59630012512207,SP,0.051973394328299366,0.09174952619931756,0.10115575430312891,0.11118685647159371,6.4972239851879365,6.0005072541293725,1.958026644153186,2.1679260930182687,2.9825979466255954,2.7272208122407657,1.4377948039691704,2.345061523269482,0.8436051319924689,1.0267817669608084,0.4992240476792942,5.076191589355419,4.148368325467122,"[84.63610822368663, 85.81323101126725, 130.07410845226795, 170.7190593885625]","[53.73122239222157, 39.09442375012223, 122.2236310745376, 69.01116018932476]",0.004779942011195576,0.002226041867199997,0.0010409713430652833,0.0011442135998140008,0.08068303922906704,0.06587685369873758,0.08299555185573196,0.0530957796054235,0.025150504883788952,0.02957871545601548,0.125520872783608,0.05201505929068421,0.03309026457940681,0.024531694453390263,"[0.7531373678170691, 0.55482721339311, 8.98217438834988, 2.745790034818518]","[0.8090119471445526, 0.4607948485784287, 6.348146363740452, 2.4615679511196995]",0.009656274344691082,0.07110162223305383,0.08081888939875807
417,8.249099731445312,SP,0.05557141493266111,0.09826139436793548,0.09493356543288939,0.10708867162658098,6.258455961860103,5.833490269768423,2.2599950776241347,2.0810916256317604,2.8710973574020917,2.7309358940046518,1.481448632103089,2.441731294015152,0.913930858126768,0.9493612694726039,0.509770456323966,4.5144676488602595,4.008155876483649,"[214.73044030951877, 188.85206563786747, 70.4778802713112, 332.6543319503403]","[59.4284914630492, 44.924730647027864, 121.38060212875746, 109.6007881824014]",0.002894769101451064,0.0019045348340698044,0.0009013979390472991,0.0012639678704872749,0.05398083540341279,0.05227849435893531,0.047804886097966535,0.040102137532241115,0.022413960766826863,0.029021706205195213,0.07544305324762214,0.045627241260033,0.01894063868277777,0.02017428305602847,"[0.7881717666760462, 0.5638144797627691, 4.889755557919577, 2.6939600730785034]","[0.7872691083467038, 0.5187139082289097, 3.8246495698891265, 2.4578881803877963]",0.007929454617005319,0.06355273859293509,0.06405797330974217
418,9.226699829101562,SP,0.04579232110538302,0.10187162220392808,0.09982840540793704,0.10908947399125385,6.6762306751485685,6.095190985478255,2.2077320904077946,2.304570789593512,3.070416269867715,2.732154695824927,1.3017311920476526,2.6450017082659203,0.9388287284472571,1.070954480723811,0.5220110647807822,4.829457752139221,4.05832047011027,"[53.9136796555139, 53.49422139899035, 83.32635508197478, 229.54767369743647]","[58.715151099893276, 53.192027361659825, 41.62078190959228, 73.27101167212226]",0.004763764031369315,0.0017515938769337126,0.0009715835995147071,0.0011299501523229622,0.0735959563947638,0.05920747450906642,0.053526694491826704,0.04283542211859395,0.02366510092020415,0.02878828316978925,0.13053472793486598,0.04418449377348467,0.022483467344472416,0.021417923591450727,"[0.7339194794960533, 0.5774209163217628, 5.673630468372619, 3.0471362299809597]","[0.813973148820116, 0.5237215034348465, 4.349508264963502, 2.8292769884903146]",0.008699233281523494,0.06483267394183702,0.07530450782142036
419,9.66349983215332,SP,0.05184841769794824,0.10649396558355832,0.10132367482811842,0.10734702557902272,6.066608239990626,5.6096186088543805,2.0420780968397327,2.0553875677551994,3.1714980053127704,2.7443980317277337,1.339320384969858,2.5445649709327163,0.8813762718514236,0.9399190381857601,0.5947206747651379,4.853866344534546,4.206360117108211,"[128.6048961315114, 118.50776531907425, 60.97903238242605, 249.30016191552073]","[58.70279721931561, 53.43821986963196, 58.872694722440166, 75.76143444650006]",0.0039931446372615045,0.0024887200080096687,0.0012360863614066374,0.0019465674549178052,0.06705580145194061,0.05861294990100897,0.0713722663617086,0.05606928927676883,0.02510175045696239,0.029308097345031703,0.09569117858975751,0.051390855119677684,0.030864852376403736,0.03060037152466447,"[0.7742968265112388, 0.5707069522743262, 5.474965717474853, 3.006341598881737]","[0.7923133808377948, 0.5407596347225395, 4.174678146020211, 2.7797350073450318]",0.010643468899958194,0.06986359688236579,0.07943115356261654
420,9.645400047302246,SP,0.05215769632560698,0.10826588167994743,0.0988085858232294,0.11079714562302584,6.81985574081889,6.190754458070409,2.39294894110422,2.16391459740353,3.076114618674364,2.736898114936584,1.5148833417651895,2.855109773375151,1.0072009263522264,1.0213415504662355,0.5408751297684405,4.54403229682911,4.241043730859886,"[67.14230992340454, 61.50997486434851, 56.05554731425333, 245.56963997729878]","[57.98825719590325, 52.01777534047966, 52.10619200781574, 99.78039816285678]",0.004564459993741425,0.0018929151008517959,0.001257035423212992,0.0015225586280513267,0.06490364741475713,0.05247687581180686,0.04837765740116595,0.041719773348129784,0.022043013987265266,0.029480706765023065,0.1285669166083906,0.0474866691499549,0.02185886756209788,0.02345036538596566,"[0.7749331119938826, 0.6745599460408932, 4.244711063626027, 2.8968551084929643]","[0.7702838609238339, 0.5725091098952738, 4.115374494743301, 2.633613651011098]",0.007805024127966699,0.07412026803507192,0.06897628406955178
421,8.708900451660156,SP,0.053446795273575036,0.10152077150113788,0.09775322913473164,0.11076751627883272,6.539783715771733,6.012381260756367,2.321957188576451,2.10426808621837,3.06752602890829,2.7466711462425453,1.4882346997327995,2.5998779318896124,0.9668903070566677,0.9929018364658482,0.5155260956791773,4.624927009053934,4.262582351794884,"[107.59307246152399, 108.146991017854, 125.18904447281346, 180.89788585467542]","[74.28895649902215, 40.87620520050936, 107.87091191013121, 98.42107300450755]",0.004609546934170587,0.00236629782978357,0.0011088716881047659,0.0014144080452334286,0.0753191929914083,0.07265168899625413,0.04926989067134846,0.043687902673659296,0.025349444063453005,0.02953860590605835,0.12057599877829635,0.05336040762032837,0.021560966780398347,0.022582222029257387,"[0.7945798400647159, 0.5578506139639425, 4.7054536823988435, 2.4895438688964995]","[0.8142260690864237, 0.5192907895850554, 3.8503632084159864, 2.3386867466832526]",0.009259617083922802,0.06445503928859009,0.06406532331320902
423,9.420999526977539,SP,0.0494664081007611,0.10724639712699235,0.1018305228009397,0.11440467525917461,6.937600135614711,6.381444295532034,2.580086452345588,2.381960741003699,3.0131957268587297,2.7262415616596765,1.4613247295764142,2.915163354505853,1.1192022092904004,1.1608737472896287,0.5212629848515173,4.474923479914123,4.0534187098062855,"[109.40499477861827, 101.86847361402839, 130.2288620651487, 196.05748784277048]","[71.26058885670416, 39.457758850195276, 51.536874582621124, 105.1735179903344]",0.0054381126491505815,0.002705669159796233,0.001040723713668535,0.0015613357239636855,0.06887636711916137,0.05974491392098828,0.04382999799457969,0.03904505074935086,0.02228560147403458,0.029183954399586952,0.15603262121225409,0.06520357526064162,0.02038972066146629,0.02437499817645073,"[0.7638424440400451, 0.5686660530522333, 4.236469066563712, 2.956867409107593]","[0.7955638807995812, 0.5474358996991262, 3.6396767372861905, 2.6572507992402374]",0.00832725500720741,0.07069072994860022,0.07314966914795197
424,9.10200023651123,SP,0.06044251759154539,0.11397250553372922,0.10108523841264198,0.11196944458284594,7.003833884689772,6.158544591163027,2.3785672212001656,2.2998623761022405,2.8942659113070306,2.7332390990590385,1.8030919684233895,2.989995170957065,1.0242197707237741,1.0969774779059371,0.5146749379916231,4.601481484230851,4.184948297592833,"[122.81521088312235, 120.6789693411276, 145.94380376352075, 156.75590542453907]","[54.721581847719335, 39.579188679048194, 129.76023904962963, 92.81400409319309]",0.003345728950637148,0.001688931442968431,0.0010099355614133412,0.0012829599307817212,0.07826451615804926,0.06970602840594159,0.05166064339998692,0.045037312617916284,0.024258412589142554,0.028991289951852278,0.09649212312975569,0.04892529301904931,0.022469389509378556,0.023359888707582956,"[0.7723713533199477, 0.5041289460406386, 4.899915599286938, 2.5665562935631114]","[0.7820772117589874, 0.562820612758286, 3.8025697353002648, 2.3438165344063484]",0.008343853600132506,0.06758771826742883,0.07169652091394209
