ev_charge,trsz_x_halo,trsz_y_halo,trsz_x_core,trsz_y_core,angspr_x_halo,angspr_y_halo,angspr_x_core,angspr_y_core,waist_halo,waist_core,emitt_x_halo,emitt_y_halo,emitt_x_core,emitt_y_core,μmixt_pow,cam4_res_x,cam4_res_y,align_x,align_y,trsz_x_halo_std,trsz_y_halo_std,trsz_x_core_std,trsz_y_core_std,angspr_x_halo_std,angspr_y_halo_std,angspr_x_core_std,angspr_y_core_std,waist_halo_std,waist_core_std,emitt_x_halo_std,emitt_y_halo_std,emitt_x_core_std,emitt_y_core_std,align_x_std,align_y_std,mixt_pow_std,cam4_res_x_std,cam4_res_y_std
25.97273535598801,0.08638750874840821,0.12940107804852882,0.12732847740508957,0.1406277633875077,5.988979565975158,5.601307957431759,2.405516473871141,2.2518531333064504,3.144560817562138,2.740682791870824,2.1994958993368603,3.085609434047354,1.306331326624568,1.351735058680085,0.6896618764811097,4.734184804471114,4.515046355948624,"[117.78591996634005, 115.7776711406246, 123.22414299165646, 153.3809871110768]","[51.93421612250038, 38.98538260692291, 105.9275892220799, 121.1890165332607]",0.0021008678160939,0.001626512713412009,0.0011768218232910028,0.002053362723340025,0.037295315823634205,0.03491819034161961,0.058363721817484386,0.05484934361614489,0.020452107379739164,0.029614188492331578,0.05042315310793058,0.03657832176401386,0.03181392055991,0.037357472103277216,"[0.59269048711502, 0.6055942775244874, 4.244605259234473, 2.426273506603905]","[0.6064273007738017, 0.5054152064034183, 4.065993200960892, 2.291669487742828]",0.008213956194665698,0.06821386601618452,0.06939592637188233
