ev_charge,trsz_x_halo,trsz_y_halo,trsz_x_core,trsz_y_core,angspr_x_halo,angspr_y_halo,angspr_x_core,angspr_y_core,waist_halo,waist_core,emitt_x_halo,emitt_y_halo,emitt_x_core,emitt_y_core,μmixt_pow,cam4_res_x,cam4_res_y,align_x,align_y,trsz_x_halo_std,trsz_y_halo_std,trsz_x_core_std,trsz_y_core_std,angspr_x_halo_std,angspr_y_halo_std,angspr_x_core_std,angspr_y_core_std,waist_halo_std,waist_core_std,emitt_x_halo_std,emitt_y_halo_std,emitt_x_core_std,emitt_y_core_std,align_x_std,align_y_std,mixt_pow_std,cam4_res_x_std,cam4_res_y_std
9.085699421219811,0.0558726014371123,0.10729271658455802,0.09895680295475644,0.10875319339121538,6.500535496747923,5.945908161499302,2.2839166823049784,2.194465456521226,3.008294872514197,2.732953390762656,1.5378468644730705,2.7130843338357975,0.9629652041320705,1.0173915692050362,0.5402637232050241,4.593275688761733,4.119230221305995,"[108.13521227916115, 104.04738597343014, 116.96455768623859, 202.13740900309207]","[53.21791391094072, 37.68716587979919, 91.2276842207029, 108.55255644771876]",0.003765295412322321,0.002023884281896779,0.0010642968039131628,0.0014493027480441474,0.0656264868554439,0.05897622465727748,0.05172054778463411,0.04460243275262307,0.023369360260593344,0.02911861982796876,0.09950191937319908,0.04857702810301656,0.022360771926141276,0.02352967736380121,"[0.7776613129042084, 0.5528230953773337, 4.815261780742017, 2.9954174748957048]","[0.8130750904763797, 0.5329604881891139, 4.096016546577311, 2.7522721977184346]",0.00884010934184484,0.06943686192597995,0.07282727748719645
